Count;Season;gameId;Result;X;Y
1546;nhl06.json;562;lose;38.0;27.0
1551;nhl06.json;567;lose;41.0;45.0
1552;nhl06.json;568;lose;38.0;39.0
1564;nhl06.json;580;lose;50.0;50.0
1565;nhl06.json;581;lose;46.0;22.0
1567;nhl06.json;583;lose;39.0;32.0
1568;nhl06.json;584;lose;55.0;38.0
1572;nhl06.json;588;lose;31.0;37.0
1573;nhl06.json;589;lose;41.0;24.0
1578;nhl06.json;594;lose;42.0;41.0
1583;nhl06.json;599;lose;41.0;42.0
1590;nhl06.json;606;lose;44.0;38.0
1592;nhl06.json;608;lose;46.0;34.0
1594;nhl06.json;610;lose;39.0;55.0
1595;nhl06.json;611;lose;61.0;40.0
1598;nhl06.json;614;lose;62.0;34.0
1600;nhl06.json;616;lose;51.0;46.0
1606;nhl06.json;622;lose;44.0;61.0
1607;nhl06.json;623;lose;46.0;50.0
1611;nhl06.json;627;lose;51.0;52.0
1612;nhl06.json;628;lose;39.0;38.0
1623;nhl06.json;639;lose;44.0;48.0
1625;nhl06.json;641;lose;48.0;41.0
1626;nhl06.json;642;lose;53.0;40.0
1628;nhl06.json;644;lose;56.0;44.0
1629;nhl06.json;645;lose;54.0;35.0
1630;nhl06.json;646;lose;39.0;63.0
1633;nhl06.json;649;lose;42.0;57.0
1634;nhl06.json;650;lose;49.0;45.0
1635;nhl06.json;651;lose;26.0;53.0
1636;nhl06.json;652;lose;45.0;48.0
1637;nhl06.json;653;lose;65.0;44.0
1639;nhl06.json;655;lose;48.0;50.0
1640;nhl06.json;656;lose;38.0;56.0
1641;nhl06.json;657;lose;53.0;65.0
1645;nhl06.json;661;lose;46.0;47.0
1649;nhl06.json;665;lose;42.0;58.0
1650;nhl06.json;666;lose;26.0;43.0
1652;nhl06.json;668;lose;37.0;63.0
1653;nhl06.json;669;lose;65.0;46.0
1654;nhl06.json;670;lose;46.0;49.0
1662;nhl06.json;678;lose;46.0;48.0
1671;nhl06.json;687;lose;55.0;51.0
1672;nhl06.json;688;lose;51.0;46.0
1674;nhl06.json;690;lose;50.0;46.0
1677;nhl06.json;693;lose;68.0;40.0
1683;nhl06.json;699;lose;26.0;46.0
1688;nhl06.json;704;lose;60.0;55.0
1689;nhl06.json;705;lose;56.0;53.0
1690;nhl06.json;706;lose;38.0;42.0
1691;nhl06.json;707;lose;44.0;48.0
1692;nhl06.json;708;lose;55.0;45.0
1693;nhl06.json;709;lose;41.0;51.0
1698;nhl06.json;714;lose;48.0;56.0
1699;nhl06.json;715;lose;47.0;44.0
1700;nhl06.json;716;lose;64.0;44.0
1701;nhl06.json;717;lose;50.0;60.0
1703;nhl06.json;719;lose;50.0;54.0
1708;nhl06.json;724;lose;38.0;44.0
1712;nhl06.json;728;lose;50.0;64.0
1716;nhl06.json;732;lose;41.0;71.0
1719;nhl06.json;735;lose;54.0;63.0
1721;nhl06.json;737;lose;27.0;50.0
1725;nhl06.json;741;lose;48.0;73.0
1728;nhl06.json;744;lose;48.0;52.0
1735;nhl06.json;751;lose;64.0;27.0
1736;nhl06.json;752;lose;48.0;52.0
1742;nhl06.json;758;lose;48.0;56.0
1749;nhl06.json;765;lose;58.0;52.0
1750;nhl06.json;766;lose;54.0;52.0
1754;nhl06.json;770;lose;48.0;72.0
1757;nhl06.json;773;lose;67.0;62.0
1758;nhl06.json;774;lose;54.0;58.0
1761;nhl06.json;777;lose;66.0;52.0
1763;nhl06.json;779;lose;58.0;56.0
1770;nhl06.json;786;lose;62.0;54.0
1771;nhl06.json;787;lose;54.0;54.0
1773;nhl06.json;789;lose;50.0;60.0
1777;nhl06.json;793;lose;50.0;41.0
1778;nhl06.json;794;lose;66.0;31.0
1782;nhl06.json;798;lose;54.0;72.0
1784;nhl06.json;800;lose;50.0;58.0
1785;nhl06.json;801;lose;69.0;72.0
1787;nhl06.json;803;lose;56.0;62.0
1789;nhl06.json;805;lose;47.0;50.0
1794;nhl06.json;810;lose;64.0;59.0
1797;nhl06.json;813;lose;64.0;47.0
1799;nhl06.json;815;lose;74.0;69.0
1801;nhl06.json;817;lose;52.0;61.0
1806;nhl06.json;822;lose;56.0;67.0
1818;nhl06.json;834;lose;54.0;57.0
1819;nhl06.json;835;lose;79.0;45.0
1820;nhl06.json;836;lose;64.0;65.0
1824;nhl06.json;840;lose;74.0;62.0
1827;nhl06.json;843;lose;49.0;49.0
1832;nhl06.json;848;lose;53.0;71.0
1835;nhl06.json;851;lose;64.0;53.0
1840;nhl06.json;856;lose;70.0;78.0
1841;nhl06.json;857;lose;49.0;53.0
1845;nhl06.json;861;lose;38.0;62.0
1850;nhl06.json;866;lose;68.0;58.0
1851;nhl06.json;867;lose;65.0;59.0
1852;nhl06.json;868;lose;76.0;69.0
